City name,Latitude,Temperature,Humidity,Cloudiness,Wind Speed
Slupca,52.29,64.0,86,46,1.01
Sobolevo,54.429999999999986,54.76999999999999,95,100,2.82
Sokoto,13.06,81.40999999999998,69,26,12.299999999999999
Sola,-3.1700000000000004,68.80999999999999,54,94,10.039999999999997
Soligalich,59.080000000000005,66.83000000000001,62,95,6.849999999999999
Solnechnyy,50.720000000000006,87.16999999999997,35,20,5.170000000000001
Sorbhog,26.5,91.49,61,1,4.159999999999999
Sorland,67.66999999999999,51.79999999999999,81,0,14.990000000000002
Sorong,-0.86,80.86999999999999,86,23,6.290000000000001
Souillac,45.600000000000016,64.99,77,0,3.8699999999999997
Springbok,-29.670000000000012,43.07,84,0,0.7199999999999999
Srednekolymsk,67.46000000000001,56.02999999999998,55,97,8.86
Stepnyak,52.830000000000005,71.51,56,0,15.169999999999996
Sterling,39.0,82.39999999999999,88,1,4.700000000000001
Storsteinnes,69.24,48.99,87,75,4.700000000000001
Suihua,46.63999999999999,80.87,58,0,9.480000000000002
Suntar,62.159999999999975,84.47000000000001,36,71,9.620000000000001
Sur,22.569999999999997,97.97000000000001,33,0,2.75
Svetlaya,46.54000000000001,72.95000000000002,61,49,7.650000000000001
Swift Current,50.29,58.54999999999999,89,61,6.599999999999999
Syriam,16.770000000000003,82.39999999999999,83,90,6.930000000000001
Tabas,33.60000000000001,104.0,11,0,2.2400000000000007
Tabou,4.420000000000001,72.77,94,62,4.29
Tabuk,17.41,65.56999999999996,99,100,2.93
Tahe,52.340000000000025,72.23,86,97,1.4499999999999995
Tahlequah,35.92000000000001,82.99,83,1,6.709999999999998
Takaungu,-3.68,77.0,88,40,8.049999999999999
Takoradi,4.89,71.87,96,77,2.009999999999999
Talaya,55.79,66.20000000000002,88,20,8.950000000000001
Talnakh,69.49,66.20000000000002,68,0,26.839999999999993
Tanete,-3.9399999999999995,84.64999999999999,68,92,10.180000000000001
Taoudenni,22.680000000000003,89.51,20,0,3.8699999999999997
Tasiilaq,65.61,44.600000000000016,87,11,2.0099999999999993
Tateyama,36.65999999999998,87.01,66,20,12.75
Taunggyi,20.78,85.01,58,59,4.0
Tautira,-17.729999999999997,75.20000000000002,64,20,4.700000000000001
Termoli,42.0,75.99,10,0,5.009999999999999
Tessalit,20.199999999999996,88.43000000000002,35,4,14.199999999999998
Tevaitoa,-16.78,75.64999999999999,73,2,19.420000000000005
Teya,21.050000000000004,78.79999999999998,88,75,4.700000000000001
Tezu,27.930000000000003,90.95000000000003,49,9,3.7400000000000015
Thai Binh,20.449999999999996,93.20000000000003,67,20,8.049999999999999
Thompson,55.74,53.600000000000016,87,40,1.9200000000000006
Tiarei,-17.53,75.20000000000002,64,20,4.700000000000001
Tierralta,8.17,72.59000000000002,96,50,1.43
Tigil,57.79999999999999,62.87,65,69,15.840000000000002
Tigre,-34.42000000000001,53.600000000000016,75,0,8.049999999999999
Tiksi,71.64,41.449999999999996,68,93,10.58
Tochigi,36.38,89.01,69,40,6.930000000000001
Tocopilla,-22.09,56.21,81,64,4.8100000000000005
Tommot,58.97000000000002,76.01,32,0,3.3800000000000003
Tongling,30.930000000000003,88.06999999999996,70,99,5.0600000000000005
Torbay,47.65999999999998,57.99,100,90,4.700000000000001
Totness,33.74,82.39999999999999,88,1,3.36
Trairi,-3.2800000000000007,70.78999999999999,97,3,4.740000000000001
Trofors,65.53999999999999,51.79999999999999,81,75,2.240000000000001
Tuatapere,-46.13,43.0,87,85,4.0
Tuktoyaktuk,69.44000000000003,51.79999999999999,62,75,13.870000000000003
Tungor,53.38999999999999,65.75,78,5,5.990000000000001
Tura,64.27,83.93000000000002,40,10,7.450000000000002
Tutoia,-2.7599999999999993,71.87,97,15,2.91
Tuzla,44.540000000000006,59.0,87,0,2.240000000000001
Ucluelet,48.94,63.0,95,100,7.810000000000001
Ugento,39.93,73.99,83,5,5.819999999999999
Umm Lajj,25.02,87.16999999999997,64,0,9.980000000000002
Upernavik,72.78999999999999,45.949999999999996,65,17,6.329999999999999
Ushtobe,45.25,96.17,13,0,17.69
Ushuaia,-54.809999999999995,35.60000000000001,69,20,10.289999999999996
Ust-Nera,64.56999999999998,61.25,40,96,4.090000000000001
Uvarovka,55.52999999999998,60.169999999999995,89,94,6.329999999999999
Vaini,15.340000000000002,78.79999999999998,74,75,9.17
Vallenar,-28.579999999999988,42.88999999999999,90,0,2.0099999999999993
Vanavara,60.350000000000016,83.75,39,0,8.590000000000002
Vao,59.100000000000016,61.429999999999986,77,50,7.36
Vardo,39.62,80.60000000000001,88,1,4.700000000000001
Vawkavysk,53.149999999999984,55.399999999999984,93,75,8.950000000000001
Verkhnyaya Inta,65.99,73.13,71,100,11.389999999999999
Vestmannaeyjar,63.44000000000002,52.429999999999986,93,93,1.3900000000000003
Victoria,5.28,91.4,66,75,5.819999999999999
Viedma,-40.81,48.29,56,41,12.480000000000002
Vila Velha,-3.7100000000000004,86.0,78,75,8.049999999999999
Vilhena,-12.74,66.47000000000001,89,21,2.9499999999999997
Villa Carlos Paz,-31.420000000000012,55.399999999999984,76,0,13.870000000000003
Vinh Long,10.25,87.79999999999997,74,75,14.990000000000002
Vohibinany,-17.349999999999998,62.69000000000002,90,47,7.36
Vorta,46.01999999999999,64.49,60,0,0.4699999999999998
Vostok,46.449999999999996,76.73,57,94,8.39
Vysokogornyy,50.100000000000016,71.69000000000003,86,53,2.7299999999999995
Waingapu,-9.650000000000002,80.14999999999999,54,46,17.849999999999998
Wattegama,7.349999999999999,85.90999999999998,61,98,7.540000000000002
Wawa,9.900000000000002,72.59000000000002,91,97,5.61
Wenling,28.38,91.0,19,49,1.01
Westport,41.13999999999999,80.01,88,1,4.700000000000001
Whitehorse,60.72000000000002,62.600000000000016,45,75,6.930000000000001
Whitianga,-36.82999999999999,53.01,86,48,5.009999999999999
Willowmore,-33.300000000000004,47.57,40,48,6.439999999999999
Yarada,17.650000000000002,91.4,63,20,9.17
Yaring,6.87,87.79999999999997,62,20,8.049999999999999
Yazman,36.74,82.49,36,0,1.43
Yelan,50.95,64.0,96,91,1.9899999999999995
Yellowknife,62.45000000000001,60.79999999999999,72,40,9.17
Yulara,-25.240000000000006,68.0,32,0,10.289999999999996
Zafra,38.43,64.39999999999999,82,90,9.17
Zeya,53.74,73.30999999999997,75,99,2.6200000000000006
Zhezkazgan,47.8,89.6,25,0,17.900000000000002
Zhigansk,66.77,56.21,90,95,16.42000000000001
Zhuhai,40.709999999999994,75.20000000000002,69,40,2.240000000000001
Zlotow,53.36000000000001,63.0,87,20,14.990000000000002
